Vernier Format 2
rest_spirom3.cmbl 10/05/20 16:24 .
Último
Tiempo	Rapidez flujo	Volumen
t	Flujo	Vol
s	L/s	L

7.03	3.96688895603	1.74457396077
7.04	4.00497489446	1.70471464152
7.05	3.91928153299	1.66509335938
7.06	3.9383245022	1.6258053292
7.07	3.86215262534	1.58680294356
7.08	3.80502371769	1.54846706185
7.09	3.76693777926	1.51060725436
7.1	3.70028738701	1.47327112853
7.11	3.68183951058	1.43636049405
7.12	3.68183951058	1.39954209894
7.13	3.60566763372	1.36310456322
7.14	3.5866246645	1.32714310173
7.15	3.54853872607	1.29146728477
7.16	3.39619497235	1.25674361628
7.17	3.40571645695	1.22273405914
7.18	3.2349248268	1.18953085272
7.19	3.2349248268	1.15718160445
7.2	3.13018849611	1.12535603783
7.21	3.10162404229	1.09419697514
7.22	3.03497365004	1.06351398668
7.23	2.95939686596	1.0335421341
7.24	2.85466053527	1.00447184709
7.25	2.74992420459	0.976448923395
7.26	2.74040271998	0.948997288772
7.27	2.67375232773	0.921926513533
7.28	2.62673999747	0.895424051907
7.29	2.55056812061	0.869537511317
7.3	2.52200366679	0.84417465238
7.31	2.48391772836	0.819145045404
7.32	2.39822436689	0.794734334928
7.33	2.35061694385	0.770990128374
7.34	2.28456164438	0.747814235433
7.35	2.20838976752	0.725349478374
7.36	2.10365343683	0.703789262352
7.37	2.0655674984	0.682943157676
7.38	1.98939562154	0.662668342076
7.39	1.89477586825	0.643247484627
7.4	1.85668992982	0.624490155637
7.41	1.79956102217	0.606208900877
7.42	1.76147508374	0.588403720347
7.43	1.7138676607	0.571027006625
7.44	1.66626023766	0.554126367133
7.45	1.57164048437	0.537936863523
7.46	1.53355454594	0.522410888372
7.47	1.45738266908	0.507456202297
7.48	1.37168930761	0.493310842413
7.49	1.29551743074	0.479974808721
7.5	1.21994064667	0.467397518334
7.51	1.12472580059	0.455674186098
7.52	1.06759689294	0.44471257263
7.53	0.962860562257	0.434560285354
7.54	0.858719324358	0.425452385921
7.55	0.715897055241	0.417579304023
7.56	0.611160724555	0.410944015124
7.57	0.53558394048	0.405210291799
7.58	0.459412063617	0.400235311779
7.59	0.430847609794	0.395784013412
7.6	0.392761671363	0.391665967006
