Vernier Format 2
rest_spirom1.cmbl 10/05/20 16:23 .
Latest
Tiempo	Tasa de Flujo	Volumen
t	Flujo	Vol
s	L/s	L

0	-0.0922389508487	-0
0.01	-0.148772765708	0.00120505858278
0.02	-0.196380188747	0.00293082335506
0.03	-0.234466127178	0.00508505493468
0.04	-0.253509096394	0.00752493105254
0.05	-0.291595034825	0.0102504517086
0.06	-0.291595034825	0.0131664020569
0.07	-0.310638004041	0.0161775672512
0.08	-0.301116519433	0.0192363398686
0.09	-0.320159488649	0.022342719909
0.1	-0.329680973256	0.0255919222185
0.11	-0.35824542708	0.0290315542202
0.12	-0.386809880903	0.0327568307601
0.13	-0.396331365511	0.0366725369922
0.14	-0.44393878855	0.0408738877625
0.15	-0.509994088017	0.0456435521453
0.16	-0.576644480272	0.0510767449868
0.17	-0.652816357135	0.0572240491738
0.18	-0.71946674939	0.0640854647064
0.19	-0.795638626252	0.0716609915846
0.2	-0.871215410327	0.0799952617675
0.21	-0.966430256405	0.0891834901012
0.22	-1.07116658709	0.0993714743187
0.23	-1.1848293096	0.110651453802
0.24	-1.28004415568	0.122975821129
0.25	-1.38478048636	0.136299944339
0.26	-1.47999533244	0.150623823433
0.27	-1.60317953955	0.166039697793
0.28	-1.68887290102	0.182499959996
0.29	-1.82217368553	0.200055192928
0.3	-1.92631492343	0.218797635973
0.31	-2.02152976951	0.238536859438
0.32	-2.07865867716	0.259037801671
0.33	-2.1262661002	0.280062425558
0.34	-2.14530906941	0.301420301406
0.35	-2.18339500784	0.323063821792
0.36	-2.20243797706	0.344992986717
0.37	-2.2399288227	0.367204820716
0.38	-2.22088585349	0.389508894096
0.39	-2.19291649245	0.411577905826
0.4	-2.17387352324	0.433411855905
0.41	-2.15483055402	0.455055376291
0.42	-2.21195946167	0.476889326369
0.43	-2.20243797706	0.498961313563
0.44	-2.20243797706	0.520985693334
0.45	-2.19291649245	0.542962465681
0.46	-2.19291649245	0.564891630606
0.47	-2.16435203863	0.586677973261
0.48	-2.18339500784	0.608416708493
0.49	-2.17387352324	0.630203051149
0.5	-2.1262661002	0.651703749266
0.51	-2.1262661002	0.672966410268
0.52	-2.05961570794	0.693895819309
0.53	-1.99296531569	0.714158724427
0.54	-1.96440086186	0.733945555315
0.55	-1.89775046961	0.753256311972
0.56	-1.85073813936	0.771998755017
0.57	-1.7840877471	0.790172884449
0.58	-1.75552329328	0.807870939651
0.59	-1.71743735485	0.825235742892
0.6	-1.64126547799	0.842029257056
0.61	-1.65078696259	0.858489519259
0.62	-1.6603084472	0.875044996308
0.63	-1.69839438563	0.891838510472
0.64	-1.72695883946	0.908965276597
0.65	-1.77456626249	0.926472902107
0.66	-1.79360923171	0.944313779578
0.67	-1.86978110857	0.962630731279
0.68	-1.93583640804	0.981658818863
0.69	-1.93583640804	1.00101718294
0.7	-1.98344383108	1.02061358414
0.71	-2.04057273873	1.04073366699
0.72	-2.1262661002	1.06156786118
0.73	-2.10722313098	1.08273530734
0.74	-2.10722313098	1.10380753865
0.75	-2.08818016177	1.12478455511
0.76	-2.16435203863	1.14604721611
0.77	-2.15483055402	1.16764312908
0.78	-2.16435203863	1.18923904204
0.79	-2.1262661002	1.21069213273
0.8	-2.07865867716	1.23171675662
0.81	-2.05009422333	1.25236052112
0.82	-1.98344383108	1.2725282114
0.83	-1.93583640804	1.29212461259
0.84	-1.91679343882	1.31138776183
0.85	-1.86025962397	1.33027302714
0.86	-1.86025962397	1.34887562338
0.87	-1.81265220093	1.3672401825
0.88	-1.77456626249	1.38517627482
0.89	-1.75552329328	1.4028267226
0.9	-1.71743735485	1.42019152584
0.91	-1.64126547799	1.43698504
0.92	-1.61270102416	1.45325487252
0.93	-1.56509360112	1.46914384564
0.94	-1.51808127087	1.48455972
0.95	-1.41334494019	1.49921685106
0.96	-1.33717306332	1.51296944107
0.97	-1.28004415568	1.52605552717
0.98	-1.17590291778	1.53833526254
0.99	-1.07116658709	1.54957061006
1	-0.947387287189	1.55966337943
1.01	-0.709945264782	1.56795004219
1.02	-0.396331365511	1.57348142534
1.03	-0.0446315278095	1.57568623981
1.04	0.392761671363	1.57394558909
1.05	0.887283778182	1.56754536184
1.06	1.23898361588	1.55691402487
1.07	1.44786118447	1.54347980087
1.08	1.55259751515	1.52847750737
1.09	1.7138676607	1.5121451815
1.1	1.84716844521	1.49434000097
1.11	1.89477586825	1.4756302794
1.12	1.95190477589	1.45639687618
1.13	1.96083116771	1.43683319646
1.14	1.97035265232	1.41717727736
1.15	1.97035265232	1.39747375084
1.16	1.99891710615	1.37762740204
1.17	2.00843859075	1.35759062356
1.18	2.01796007536	1.33745863023
1.19	2.0655674984	1.31704099236
1.2	2.02748155997	1.29657574707
1.21	2.01796007536	1.27634853889
1.22	2.03700304458	1.25607372329
1.23	2.05604601379	1.235608478
1.24	2.01796007536	1.21523844755
1.25	2.05604601379	1.19486841711
1.26	2.03700304458	1.17440317182
1.27	1.97987413693	1.15431878591
1.28	2.02748155997	1.13428200742
1.29	1.97987413693	1.11424522894
1.3	1.97987413693	1.09444648757
1.31	2.01796007536	1.07445731651
1.32	1.96083116771	1.05456336029
1.33	1.91381883746	1.03519011027
1.34	1.90429735286	1.01609952932
1.35	1.90429735286	0.997056555788
1.36	1.91381883746	0.977965974837
1.37	1.91381883746	0.958827786462
1.38	1.8376469606	0.940070457472
1.39	1.85668992982	0.92159877302
1.4	1.87573289903	0.902936658875
1.41	1.87573289903	0.884179329885
1.42	1.84716844521	0.865564823164
1.43	1.84716844521	0.847093138712
1.44	1.80908250678	0.828811883952
