"Latest: Tiempo (s)","Latest: Tasa de Flujo (L/s)","Latest: Volumen (L)"
1.14,-2.96951258078,0.710632536572
1.15,-3.00759851921,0.740518092072
1.16,-3.00759851921,0.770594077264
1.17,-3.04568445764,0.800860492148
1.18,-3.04568445764,0.831317336724
1.19,-3.05520594225,0.861821788724
1.2,-3.05520594225,0.892373848146
1.21,-2.95999109617,0.922449833338
1.22,-2.82728540445,0.951386215841
1.23,-2.78919946602,0.979468640194
1.24,-2.7701564968,1.00726542001
1.25,-2.65589868151,1.0343956959
1.26,-2.62733422768,1.06081186045
1.27,-2.60829125847,1.08698998788
1.28,-2.53271447439,1.11269501654
1.29,-2.49462853596,1.13783173159
1.3,-2.42797814371,1.16244476499
1.31,-2.33276329763,1.1862484722
1.32,-2.23814354434,1.20910300641
1.33,-2.13340721365,1.2309607602
1.34,-2.04771385218,1.25186636553
1.35,-1.91500816046,1.27167997559
1.36,-1.79122886056,1.29021116069
1.37,-1.68649252987,1.30759976765
1.38,-1.57282980737,1.32389637933
1.39,-1.43952902286,1.33895817348
1.4,-1.35383566139,1.35292499691
1.41,-1.23065145427,1.36584743248
1.42,-1.1449580928,1.37772548022
1.43,-1.04022176212,1.38865137949
1.44,-0.945602008826,1.39858049835
1.45,-0.840865678139,1.40751283678
1.46,-0.726607862845,1.41535020449
1.47,-0.5653377173,1.42180993239
1.48,-0.403472478967,1.42665398337
1.49,-0.213637879599,1.42973953516
1.5,0.0238041428092,1.43068870385
1.51,0.290405711828,1.42911765457
1.52,0.537369218844,1.42497877992
1.53,0.746246787428,1.41856069989
1.54,0.889069056546,1.41038412067
1.55,1.00273177905,1.40092511649
1.56,1.01225326366,1.39085019128
1.57,1.23124740964,1.37963268791
1.58,1.30682419371,1.36694232989
1.59,1.43060349362,1.35325519146
1.6,1.51629685509,1.33852068971
1.61,1.6394810622,1.32274180013
1.62,1.71565293906,1.30596613012
1.63,1.74421739289,1.28866677846
1.64,1.82038926975,1.27084374515
1.65,1.89656114661,1.25225899307
1.66,2.01022386912,1.23272506799
1.67,2.04830980755,1.2124323996
1.68,2.04830980755,1.19194930153
1.69,2.1054387152,1.17118055892
1.7,2.09591723059,1.15017377919
1.71,2.09591723059,1.12921460688
1.72,2.05783129216,1.10844586427
1.73,2.06735277676,1.08781994392
1.74,2.05783129216,1.06719402358
1.75,2.01022386912,1.04685374777
1.76,2.06735277676,1.02646586454
1.77,2.03878832294,1.00593515904
1.78,2.02926683833,0.985594883237
1.79,2.01022386912,0.9653974297
1.8,1.96261644608,0.945533228124
1.81,1.93464708504,0.926046910468
1.82,1.89656114661,0.90689086931
1.83,1.91560411583,0.887830042998
1.84,1.89656114661,0.868769216685
1.85,1.85847520818,0.849994034911
1.86,1.82038926975,0.831599712522
1.87,1.82038926975,0.813395819824
1.88,1.81086778514,0.79523953455
1.89,1.84895372357,0.776940427006
1.9,1.82038926975,0.75859371204
1.91,1.80134630053,0.740485034188
1.92,1.79182481593,0.722519178606
1.93,1.74421739289,0.704838967562
1.94,1.74421739289,0.687396793633
1.95,1.68708848524,0.670240264242
1.96,1.64900254681,0.653559809082
1.97,1.62043809298,0.637212605883
1.98,1.59246873195,0.621148071758
1.99,1.59246873195,0.605223384439
2,1.55438279352,0.589489126812
2.01,1.52581833969,0.574088121146
2.02,1.55438279352,0.55868711548
2.03,1.51629685509,0.543333717236
2.04,1.46868943205,0.528408785801
2.05,1.47821091666,0.513674284057
2.06,1.44012497822,0.499082604583
2.07,1.40203903979,0.484871784493
2.08,1.38299607058,0.470946608941
2.09,1.39251755518,0.457069040812
2.1,1.34491013215,0.443381902375
2.11,1.31634567832,0.430075623323
2.12,1.2877812245,0.417054988809
2.13,1.2877812245,0.404177176564
2.14,1.24076889425,0.39153442597
2.15,1.19316147121,0.379364774143
2.16,1.14555404817,0.367671196546
2.17,1.09794662513,0.35645369318
2.18,1.05033920209,0.345712264043
2.19,1.02177474827,0.335351694292
2.2,0.974167325228,0.325371983924
2.21,0.955719448801,0.315722550054
2.22,0.946197964193,0.306212962989
2.23,0.927154994977,0.296846198193
2.24,0.908112025762,0.28766986309
2.25,0.917633510369,0.278541135409
2.26,0.898590541154,0.269460015151
2.27,0.898590541154,0.26047410974
2.28,0.889069056546,0.251535811751
2.29,0.889069056546,0.242645121186
2.3,0.860504602722,0.233897252889
2.31,0.860504602722,0.225292206862
2.32,0.803375695075,0.216972805373
2.33,0.765289756644,0.209129478115
2.34,0.679596395174,0.201905047356
2.35,0.594498126491,0.195534574747
2.36,0.470718826589,0.190208489982
2.37,0.309448681044,0.186307652444
2.38,0.0904545350641,0.184308136363
2.39,-0.156508971952,0.184638408548
2.4,-0.451079902006,0.187676352917
2.41,-0.802779739708,0.193945651126
2.42,-1.06878621594,0.203303480904
2.43,-1.24969442349,0.214895884101
2.44,-1.29730184653,0.227630865451
2.45,-1.41096456903,0.241172197529
2.46,-1.56330832276,0.256043561988
2.47,-1.63888510683,0.272054529136
2.48,-1.73409995291,0.288919454435
2.49,-1.82931479899,0.306736528194
2.5,-1.93405112968,0.325553357838
2.51,-1.96202049071,0.34503371594
2.52,-2.03819236757,0.365034780231
2.53,-2.08579979061,0.385654741022
2.54,-2.11436424444,0.406655561197
2.55,-2.14292869826,0.427942025911
2.56,-2.11436424444,0.449228490624
2.57,-2.10484275983,0.470324525645
2.58,-2.09532127522,0.491325345821
2.59,-2.05723533679,0.512088128881
2.6,-2.00010642914,0.53237483771
2.61,-1.96202049071,0.55218547231
2.62,-1.94357261428,0.571713437835
2.63,-1.89596519124,0.590911126862
2.64,-1.91500816046,0.609965993621
2.65,-1.93405112968,0.629211290071
2.66,-1.96202049071,0.648691648173
2.67,-1.93405112968,0.668172006275
2.68,-1.90548667585,0.687369695303
2.69,-1.93405112968,0.706567384331
2.7,-1.93405112968,0.725907895627
2.71,-1.91500816046,0.745153192078
2.72,-1.91500816046,0.764303273683
2.73,-1.94357261428,0.783596177556
2.74,-1.91500816046,0.80288908143
2.75,-1.91500816046,0.822039163035
2.76,-1.88644370664,0.84104642237
2.77,-1.84835776821,0.859720429744
2.78,-1.82931479899,0.87810879258
2.79,-1.79122886056,0.896211510878
2.8,-1.81027182977,0.91421901433
2.81,-1.75314292213,0.932036088089
2.82,-1.74362143752,0.949519909888
2.83,-1.76266440673,0.967051339109
2.84,-1.74362143752,0.98458276833
2.85,-1.65792807605,1.0015905159
2.86,-1.62995871501,1.01802994985
2.87,-1.6109157458,1.03423432216
2.88,-1.6109157458,1.05034347962
2.89,-1.62043723041,1.0665002445
2.9,-1.54426535354,1.08232375742
2.91,-1.4871364459,1.09748076641
2.92,-1.45857199207,1.1122093086
2.93,-1.42048605364,1.12660459883
2.94,-1.33479269217,1.14038099256
2.95,-1.24969442349,1.15330342814
2.96,-1.17352254663,1.16541951299
2.97,-1.08782918515,1.17672627165
2.98,-0.945602008826,1.18689342762
2.99,-0.783736770492,1.19554012152
3,-0.584380686516,1.2023807088
3.01,-0.318374210285,1.20689448328
3.02,-0.0517726412654,1.20874521754
3.03,0.233276804182,1.20783769673
3.04,0.575455157275,1.20379403692
3.05,0.879547571938,1.19651902327
3.06,1.12651107895,1.18648873002
3.07,1.2877812245,1.1744172685
3.08,1.39251755518,1.1610157746
3.09,1.54486130891,1.14632888028
3.1,1.62043809298,1.13050238327
3.11,1.68708848524,1.11396475038
3.12,1.75373887749,1.09676061357
3.13,1.78230333132,1.07908040253
3.14,1.81086778514,1.06111454694
3.15,1.82038926975,1.04295826167
3.16,1.82038926975,1.02475436897
3.17,1.80134630053,1.00664569112
3.18,1.77278184671,0.988775050383
3.19,1.78230333132,0.970999624493
3.2,1.75373887749,0.953319413449
3.21,1.71565293906,0.935972454366
3.22,1.71565293906,0.918815924976
3.23,1.71565293906,0.901659395585
3.24,1.69660996985,0.884598081041
3.25,1.69660996985,0.867631981342
3.26,1.64900254681,0.850903918759
3.27,1.62043809298,0.83455671556
3.28,1.62995957759,0.818304727207
3.29,1.61091660838,0.802100346277
3.3,1.60199021656,0.786035812152
3.31,1.60199021656,0.770015909987
3.32,1.55438279352,0.754234044936
3.33,1.55438279352,0.738690217001
3.34,1.50677537048,0.723384426181
3.35,1.49725388587,0.708364279899
3.36,1.45916794744,0.693582170733
3.37,1.43060349362,0.679133313528
3.38,1.43060349362,0.664827278591
3.39,1.4115605244,0.650616458501
3.4,1.40203903979,0.63654846068
3.41,1.39251755518,0.622575677706
3.42,1.38299607058,0.608698109577
3.43,1.38299607058,0.594868148871
3.44,1.39251755518,0.580990580742
3.45,1.35443161675,0.567255834882
3.46,1.33538864754,0.553806733561
3.47,1.30682419371,0.540595669355
3.48,1.30682419371,0.527527427418
3.49,1.2877812245,0.514554400327
3.5,1.27885483268,0.501721220041
3.51,1.26933334807,0.488980279137
3.52,1.2877812245,0.476194706274
3.53,1.2877812245,0.463316894029
3.54,1.27885483268,0.450483713743
3.55,1.2877812245,0.437650533457
3.56,1.2877812245,0.424772721212
3.57,1.26933334807,0.411987148349
3.58,1.25029037886,0.399389029715
3.59,1.27885483268,0.386743303657
3.6,1.2877812245,0.373910123371
3.61,1.25029037886,0.361219765354
3.62,1.21220444042,0.348907291258
3.63,1.1836399866,0.336928069123
3.64,1.15507553278,0.325234491526
3.65,1.10746810974,0.313921773313
3.66,1.03129623288,0.3032279516
3.67,0.946197964193,0.293340480615
3.68,0.87002608733,0.284259360357
3.69,0.78433272586,0.275987566291
3.7,0.623062580315,0.268950589761
3.71,0.480240311197,0.263434075303
3.72,0.290405711828,0.259580845188
3.73,0.0714115658484,0.257771758799
3.74,-0.175551941167,0.258292460676
3.75,-0.441558417398,0.261378012469
3.76,-0.688521924414,0.267028414178
3.77,-0.888473101179,0.274913389306
3.78,-1.04974324672,0.284604471045
3.79,-1.19256551584,0.295816014858
3.8,-1.2687373927,0.308122529401
3.81,-1.42048605364,0.321568646633
3.82,-1.50617941511,0.336201973976
3.83,-1.63888510683,0.351927296586
3.84,-1.76266440673,0.368935044154
3.85,-1.85787925281,0.387037762452
3.86,-1.98106345993,0.406232476015
3.87,-2.04771385218,0.426376362576
3.88,-2.10484275983,0.447139145636
3.89,-2.18101463669,0.468568432618
3.9,-2.20957909052,0.490521401254
3.91,-2.1905361213,0.512521977314
3.92,-2.1905361213,0.534427338527
3.93,-2.26670799816,0.556713559124
3.94,-2.24766502895,0.579285424259
3.95,-2.20005760591,0.601524037434
3.96,-2.20957909052,0.623572220916
3.97,-2.16197166748,0.645429974706
3.98,-2.16197166748,0.667049691381
3.99,-2.0667568214,0.688193333825
4,-2.05723533679,0.708813294616
4.01,-2.03819236757,0.729290433138
4.02,-2.00962791375,0.749529534544
4.03,-2.00010642914,0.769578206259
4.04,-1.96202049071,0.789388840858
4.05,-1.93405112968,0.80886919896
4.06,-1.94357261428,0.82825731768
4.07,-1.92452964507,0.847597828977
4.08,-1.84835776821,0.866462266043
4.09,-1.86740073742,0.885041058571
4.1,-1.8388362836,0.903572243676
4.11,-1.86740073742,0.922103428781
4.12,-1.79122886056,0.940396576771
4.13,-1.78170737595,0.958261257954
4.14,-1.79122886056,0.976125939136
4.15,-1.73409995291,0.993752583204
4.16,-1.68649252987,1.01085554562
4.17,-1.64840659144,1.02753004122
4.18,-1.58235129197,1.04368383064
4.19,-1.55378683815,1.05936452129
4.2,-1.53474386894,1.07480717483
4.21,-1.50617941511,1.09001179125
4.22,-1.4871364459,1.10497837055
4.23,-1.44905050746,1.11965930532
4.24,-1.41096456903,1.1339593807
4.25,-1.35383566139,1.14778338185
4.26,-1.36335714599,1.16136934589
4.27,-1.34431417678,1.1749077025
4.28,-1.35383566139,1.1883984517
4.29,-1.33479269217,1.20184159346
4.3,-1.31574972295,1.21509430554
4.31,-1.24969442349,1.22792152627
4.32,-1.23065145427,1.24032325566
4.33,-1.23065145427,1.2526297702
4.34,-1.18304403123,1.26469824763
4.35,-1.15447957741,1.27638586567
4.36,-1.11639363898,1.28774023176
4.37,-1.07830770055,1.29871373845
4.38,-1.07830770055,1.30949681546
4.39,-1.0211787929,1.31999424793
4.4,-0.964644978041,1.32992336678
4.41,-0.897994585786,1.3392365646
4.42,-0.802779739708,1.34774043623
4.43,-0.688521924414,1.35519694455
4.44,-0.498687325045,1.36113299079
4.45,-0.327895694893,1.36526590589
4.46,-0.11842303352,1.36749749954
4.47,0.0618900812406,1.3677801643
4.48,0.280884227221,1.36606629276
4.49,0.470718826589,1.36230827749
4.5,0.623062580315,1.35683937045
4.51,0.765289756644,1.34989760877
4.52,0.860504602722,1.34176863697
4.53,0.927154994977,1.33283033898
4.54,1.01225326366,1.32313329769
4.55,1.11698959435,1.3124870834
4.56,1.21220444042,1.30084111322
4.57,1.2877812245,1.2883411849
4.58,1.39251755518,1.274939691
4.59,1.49725388587,1.2604908338
4.6,1.56390427813,1.24518504298
4.61,1.62995957759,1.2292157237
4.62,1.66804551602,1.21272569823
4.63,1.74421739289,1.19566438369
4.64,1.77278184671,1.17807938749
4.65,1.80134630053,1.16020874675
4.66,1.78230333132,1.14229049859
4.67,1.80134630053,1.12437225043
4.68,1.81086778514,1.10631118
4.69,1.82991075436,1.08810728731
4.7,1.85847520818,1.06966535749
4.71,1.89656114661,1.05089017572
4.72,1.887039662,1.03197217168
4.73,1.89656114661,1.01305416763
4.74,1.89656114661,0.994088556168
4.75,1.91560411583,0.975027729856
4.76,1.8775181774,0.95606211839
4.77,1.84895372357,0.937429758885
4.78,1.81086778514,0.919130651341
4.79,1.82038926975,0.900974366067
4.8,1.82038926975,0.882770473369
4.81,1.80134630053,0.864661795518
4.82,1.81086778514,0.84660072509
4.83,1.78230333132,0.828634869507
4.84,1.77278184671,0.810859443617
4.85,1.75373887749,0.793226839996
4.86,1.73469590828,0.775784666067
4.87,1.69660996985,0.758628136677
4.88,1.67756700063,0.741757251824
4.89,1.6394810622,0.72517201151
4.9,1.60199021656,0.708964655116
4.91,1.59246873195,0.692992360374
4.92,1.58294724734,0.677115280477
4.93,1.52581833969,0.661571452542
4.94,1.51629685509,0.646360876568
4.95,1.48773240126,0.631340730287
4.96,1.48773240126,0.616463406274
4.97,1.46868943205,0.601681297107
4.98,1.44964646283,0.587089617633
4.99,1.40203903979,0.57283119012
5,1.35443161675,0.559048836837
5.01,1.36395310136,0.545456913247
5.02,1.32586716293,0.532007811925
5.03,1.32586716293,0.518749140296
5.04,1.30682419371,0.505585683513
5.05,1.25981186346,0.492752503227
5.06,1.25981186346,0.480154384592
5.07,1.23124740964,0.467699088227
5.08,1.19316147121,0.455577043823
5.09,1.17411850199,0.443740643957
5.1,1.15507553278,0.432094673783
5.11,1.12651107895,0.420686740724
5.12,1.07890365591,0.40965966705
5.13,1.05033920209,0.39901345276
5.14,1.02177474827,0.388652883008
5.15,0.983688809836,0.378625565217
5.16,0.974167325228,0.368836284542
5.17,0.946197964193,0.359234458095
5.18,0.936676479585,0.349820085876
5.19,0.927154994977,0.340500928503
5.2,0.87002608733,0.331515023092
5.21,0.822418664291,0.323052799334
5.22,0.774811241252,0.315066649806
5.23,0.746246787428,0.307461359663
5.24,0.717682333605,0.300141714057
5.25,0.679596395174,0.293155320413
5.26,0.65103194135,0.286502178731
5.27,0.623062580315,0.280131706122
5.28,0.565933672668,0.274186724858
5.29,0.508804765021,0.268813032669
5.3,0.432632888158,0.264105844403
5.31,0.33741804208,0.260255589752
5.32,0.214233834966,0.257497330367
5.33,0.0904545350641,0.255973888517
5.34,-0.0422511566576,0.255732871625
5.35,-0.204116394991,0.256964709383
5.36,-0.365386540536,0.259812224061
5.37,-0.5653377173,0.26446584535
5.38,-0.736129347453,0.270973180673
5.39,-0.907516070394,0.279191407763
5.4,-1.04974324672,0.288977704348
5.41,-1.18304403123,0.300141640738
5.42,-1.2687373927,0.312400547858
5.43,-1.43000753825,0.325894272512
5.44,-1.60139426119,0.34105128151
5.45,-1.68649252987,0.357490715465
5.46,-1.85787925281,0.375212574378
5.47,-1.97154197532,0.394359680519
5.48,-2.09532127522,0.414693996772
5.49,-2.20957909052,0.4362184986
5.5,-2.34228478224,0.458977817964
5.51,-2.51367150518,0.483257599401
5.52,-2.68446313533,0.509248272604
5.53,-2.75111352759,0.536426155918
5.54,-2.84632837366,0.564413365425
5.55,-2.92250025053,0.593257508546
5.56,-3.00759851921,0.622908002394
5.57,-3.05520594225,0.653222024702
5.58,-3.13137781911,0.684154943508
5.59,-3.1218563345,0.715421114276
5.6,-3.2456356344,0.747258574121
5.61,-3.3497768723,0.780235636654
5.62,-3.33073390309,0.813638190531
5.63,-3.3497768723,0.847040744408
5.64,-3.34025538769,0.880490905708
5.65,-3.27360499544,0.913560207624
5.66,-3.21707118058,0.946013588504
5.67,-3.25515711901,0.978374730002
5.68,-3.35929835691,1.01144700738
5.69,-3.32121241848,1.04484956126
5.7,-3.41642726456,1.07853775967
5.71,-3.35929835691,1.11241638778
5.72,-3.28312648005,1.14562851197
5.73,-3.33073390309,1.17869781388
5.74,-3.31169093387,1.21190993807
5.75,-3.36881984152,1.24531249194
5.76,-3.45451320299,1.27942915717
5.77,-3.53068507985,1.31435514858
5.78,-3.48307765681,1.34942396226
5.79,-3.58721889471,1.38477544502
5.8,-3.50212062603,1.42022214262
5.81,-3.48307765681,1.45514813404
5.82,-3.51164211064,1.49012173288
5.83,-3.54972804907,1.52542858367
5.84,-3.63482631775,1.56135135551
5.85,-3.83477749451,1.59869937457
5.86,-3.86334194834,1.63718997178
5.87,-3.93891873241,1.67620127519
5.88,-3.87286343295,1.71526018601
5.89,-3.89190640216,1.75408403519
5.9,-3.89190640216,1.79300309921
5.91,-3.94844021702,1.83220483231
5.92,-3.9293972478,1.87159401963
5.93,-3.93891873241,1.91093559953
5.94,-3.93891873241,1.95032478686
5.95,-3.96748318624,1.98985679645
5.96,-3.86334194834,2.02901092212
5.97,-3.85382046373,2.06759673418
5.98,-3.80621304069,2.10589690171
5.99,-3.77764858687,2.14381620984
6,-3.68243374079,2.18111662148
6.01,-3.60626186393,2.21756009951
6.02,-3.54020656446,2.25329244165
6.03,-3.45451320299,2.28826604048
6.04,-3.31169093387,2.32209706117
6.05,-3.2361141498,2.35483608659
6.06,-3.15994227293,2.3868163687
6.07,-2.9980770346,2.41760646524
6.08,-3.03616297303,2.44777766528
6.09,-2.81776391984,2.47704729974
6.1,-2.77967798141,2.50503450925
6.11,-2.56127892822,2.5317392938
6.12,-2.37084923606,2.55639993462
6.13,-2.26670799816,2.57958772079
6.14,-2.1905361213,2.60187394139
6.15,-2.03819236757,2.62301758383
6.16,-1.92452964507,2.64283119389
6.17,-1.82931479899,2.66160041611
6.18,-1.75314292213,2.67951270472
6.19,-1.65792807605,2.69656805971
6.2,-1.55378683815,2.71262663428
6.21,-1.43952902286,2.72759321359
6.22,-1.2687373927,2.74113454566
6.23,-1.18304403123,2.75339345278
6.24,-1.09735066976,2.76479542629
6.25,-0.964644978041,2.77510540453
6.26,-0.869430131963,2.78427578008
6.27,-0.774215285885,2.79249400717
6.28,-0.651031078771,2.79962023899
6.29,-0.584380686516,2.80579729782
6.3,-0.498687325045,2.81121263787
6.31,-0.470122871222,2.81605668886
6.32,-0.422515448183,2.82051988045
6.33,-0.384429509751,2.82455460524
6.34,-0.34634357132,2.82820847065
6.35,-0.280288271853,2.83134162986
6.36,-0.232680848814,2.83390647547
6.37,-0.185073425775,2.83599524684
6.38,-0.127944518128,2.83756033656
6.39,-0.0612941258732,2.83850652978
6.4,0.00476117359358,2.83878919454
6.41,0.0333256274171,2.83859876054
6.42,0.0618900812406,2.83812268199
6.43,0.0999760196719,2.83731335149
6.44,0.166626411927,2.83598033933
6.45,0.261841258005,2.83383800098
6.46,0.385025465119,2.83060366736
6.47,0.508804765021,2.82613451621
6.48,0.613541095707,2.82052278691
6.49,0.727203818213,2.81381906234
6.5,0.793854210468,2.8062137722
6.51,0.803375695075,2.79822762267
6.52,0.879547571938,2.78981300633
6.53,0.974167325228,2.78054443185
6.54,1.04081771748,2.77046950663
6.55,1.10746810974,2.7597280775
6.56,1.1836399866,2.74827253702
6.57,1.24076889425,2.73615049261
6.58,1.34491013215,2.72322209748
6.59,1.43060349362,2.70934452935
6.6,1.56390427813,2.69437199049
6.61,1.71565293906,2.67797420441
6.62,1.84895372357,2.66015117109
6.63,1.95309496147,2.64114092767
6.64,2.06735277676,2.62103868898
6.65,2.15304613824,2.5999366944
6.66,2.21017504588,2.57812058848
6.67,2.24826098431,2.55582840833
6.68,2.24826098431,2.53334579849
6.69,2.30479479917,2.51058051957
6.7,2.23873949971,2.48786284808
6.71,2.28575182996,2.46524039143
6.72,2.27623034535,2.44243048055
6.73,2.31431628378,2.41947774741
6.74,2.39048816064,2.39595372518
6.75,2.46666003751,2.37166798419
6.76,2.53331042976,2.34666813186
6.77,2.50474597594,2.32147784983
6.78,2.58984424462,2.29600489873
6.79,2.55235339898,2.27029391051
6.8,2.57139636819,2.24467516167
6.81,2.59936572923,2.21882135118
6.82,2.63745166766,2.1926372642
6.83,2.59936572923,2.16645317722
6.84,2.71362354452,2.13988823085
6.85,2.67553760609,2.11294242509
6.86,2.72314502913,2.08594901192
6.87,2.70410205991,2.05881277647
6.88,2.78027393678,2.03139089649
6.89,2.66601612148,2.0041594462
6.9,2.59936572923,1.97783253694
6.91,2.58984424462,1.95188648707
6.92,2.5809178528,1.92603267659
6.93,2.46666003751,1.90079478714
6.94,2.50474597594,1.87593775707
6.95,2.58984424462,1.85046480597
6.96,2.60888721384,1.82447114867
6.97,2.5809178528,1.79852212334
6.98,2.63745166766,1.77243027574
6.99,2.60888721384,1.74619858133
7,2.65649463687,1.71987167208
7.01,2.58984424462,1.69363997767
7.02,2.50474597594,1.66816702657
7.03,2.47618152211,1.64326238908
7.04,2.51426746054,1.61831014416
7.05,2.56187488358,1.59292943244
7.06,2.5809178528,1.56721546876
7.07,2.59936572923,1.54131405085
7.08,2.62793018305,1.51517757129
7.09,2.59936572923,1.48904109173
7.1,2.53331042976,1.46337771093
7.11,2.54283191437,1.43799699921
7.12,2.53331042976,1.41261628749
7.13,2.48570300672,1.38752122031
7.14,2.50474597594,1.3625689754
7.15,2.54283191437,1.33733108594
7.16,2.51426746054,1.31204558907
7.17,2.57139636819,1.28661726993
7.18,2.58984424462,1.26081106686
7.19,2.66601612148,1.23453176503
7.2,2.62793018305,1.20806203351
7.21,2.70410205991,1.18140187229
7.22,2.6850590907,1.15445606654
7.23,2.69458057531,1.12755786821
7.24,2.64697315227,1.10085009957
7.25,2.61840869844,1.07452319032
7.26,2.54283191437,1.04871698726
7.27,2.49522449133,1.02352670523
7.28,2.42857409907,0.998907712275
7.29,2.43809558368,0.974574363861
7.3,2.39048816064,0.95043144514
7.31,2.41905261447,0.926383741264
7.32,2.35240222221,0.902526467081
7.33,2.31431628378,0.879192874551
7.34,2.29527331456,0.856144926559
7.35,2.28575182996,0.833239800837
7.36,2.24826098431,0.810569736765
7.37,2.2292180151,0.788182341768
7.38,2.23873949971,0.765842554194
7.39,2.23873949971,0.743455159197
7.4,2.19113207667,0.721305801315
7.41,2.19113207667,0.699394480548
7.42,2.14352465363,0.677721196897
7.43,2.08639574598,0.656571594899
7.44,2.02926683833,0.635993281977
